bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
Prospect Capital Corporation,1287032,First Brands Group,1,False,,Unknown,,6,"First Lien Term Loan, Second Lien Term Loan",227.9,117.97,235.81,227.904,227904000.0,117967000.0,235806000.0,False,False
Prospect Capital Corporation,1287032,First Tower Finance Company LLC,1,False,,Unknown,,7,"First Lien Term Loan to First Tower, LLC, Class A Units (95,709,910 units)",3331.27,877.16,1908.3,3331.274,3331274000.0,877164000.0,1908297000.0,False,False
Prospect Capital Corporation,1287032,"Freedom Marine Solutions, LLC",1,False,,Unknown,,5,Membership Interest (100%),61.33,0.0,186.52,61.332,61332000.0,0.0,186518000.0,False,False
Prospect Capital Corporation,1287032,"Galaxy XV CLO, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,41.99,101.05,46.09,41.988,41988000.0,101050000.0,46092000.0,False,False
Prospect Capital Corporation,1287032,"Galaxy XXVII CLO, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,21.32,49.15,23.31,21.316,21316000.0,49150000.0,23308000.0,False,False
Prospect Capital Corporation,1287032,"Galaxy XXVIII CLO, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,36.15,79.81,39.31,36.154,36154000.0,79810000.0,39314000.0,False,False
Prospect Capital Corporation,1287032,Global Tel*Link Corporation (d./b/a ViaPath Technologies),1,False,,Unknown,,2,First Lien Term Loan,248.35,126.05,243.8,248.348,248348000.0,126048000.0,243796000.0,False,False
Prospect Capital Corporation,1287032,Global Tel*Link Corporation (d/b/a ViaPath Technologies.),1,False,,Unknown,,3,"First Lien Term Loan, Second Lien Term Loan",264.25,132.17,263.14,264.252,264252000.0,132167000.0,263140000.0,False,False
Prospect Capital Corporation,1287032,Halcyon Loan Advisors Funding 2014-2 Ltd.,1,False,,Unknown,,4,Subordinated Structured Note,0.03,82.33,0.02,0.032,32000.0,82328000.0,18000.0,False,False
Prospect Capital Corporation,1287032,Halcyon Loan Advisors Funding 2015-3 Ltd.,1,False,,Unknown,,3,Subordinated Structured Note,0.12,39.6,0.12,0.115,115000.0,39598000.0,125000.0,False,False
Prospect Capital Corporation,1287032,"HarbourView CLO VII-R, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,3.68,19.02,4.28,3.676,3676000.0,19025000.0,4285000.0,False,False
Prospect Capital Corporation,1287032,"Help/Systems Holdings, Inc. (d/b/a Forta, LLC)",1,False,,Unknown,,4,Second Lien Term Loan,193.49,105.0,209.73,193.488,193488000.0,105000000.0,209730000.0,False,False
Prospect Capital Corporation,1287032,"Imperative Worldwide, LLC (f/k/a MAGNATE WORLDWIDE, LLC)",1,False,,Unknown,,6,"First Lien Term Loan, Second Lien Term Loan",507.0,258.74,517.22,507.002,507002000.0,258743000.0,517220000.0,False,False
Prospect Capital Corporation,1287032,"InterDent, Inc.",1,False,,Unknown,,12,"First Lien Delayed Draw Term Loan B - $26,000 Commitment, First Lien Term Loan A/B, First Lien Term Loan A, First Lien Term Loan B, Common Stock ( 99,900 shares), Common Stock (99,900 shares)",2063.3,665.34,1534.39,2063.295,2063295000.0,665335000.0,1534391000.0,False,False
Prospect Capital Corporation,1287032,"Interventional Management Services, LLC",1,False,,Unknown,,6,"First Lien Revolving Line of Credit - $5,000 Commitment, First Lien Term Loan",275.06,139.72,279.44,275.062,275062000.0,139720000.0,279440000.0,False,False
Prospect Capital Corporation,1287032,"Japs-Olson Company, LLC",1,False,,Unknown,,4,First Lien Term Loan,228.14,114.07,228.14,228.138,228138000.0,114069000.0,228138000.0,False,False
Prospect Capital Corporation,1287032,Jefferson Mill CLO Ltd.,1,False,,Unknown,,2,Subordinated Structured Note,21.91,23.59,24.78,21.91,21910000.0,23594000.0,24782000.0,False,False
Prospect Capital Corporation,1287032,"Julie Lindsey, Inc.",1,False,,Unknown,,4,First Lien Term Loan,77.6,38.8,77.6,77.6,77600000.0,38800000.0,77600000.0,False,False
Prospect Capital Corporation,1287032,"K&N HoldCo, LLC",1,False,,Unknown,,4,"Class A Common Units (137,215 units), Class A Common Units (84,553 units)",2.79,0.0,103.0,2.79,2790000.0,0.0,102998000.0,False,False
Prospect Capital Corporation,1287032,KM2 Solutions LLC,1,False,,Unknown,,4,First Lien Term Loan,70.98,35.57,71.15,70.98,70980000.0,35574000.0,71148000.0,False,False
Prospect Capital Corporation,1287032,Kickapoo Ranch Pet Resort,1,False,,Unknown,,6,"Membership Interest (100%), First Lien Term Loan",19.86,1.5,14.71,19.86,19860000.0,1500000.0,14712000.0,False,False
Prospect Capital Corporation,1287032,LCM XIV Ltd.,1,False,,Unknown,,3,Subordinated Structured Note,15.4,99.87,17.02,15.398,15398000.0,99868000.0,17020000.0,False,False
Prospect Capital Corporation,1287032,"LGC US FINCO, LLC",1,False,,Unknown,,4,First Lien Term Loan,113.81,57.82,114.99,113.81,113810000.0,57817000.0,114988000.0,False,False
Prospect Capital Corporation,1287032,Lucky US BuyerCo LLC,1,False,,Unknown,,6,"First Lien Revolving Line of Credit - $2,775 Commitment, First Lien Term Loan",92.83,46.42,92.83,92.83,92830000.0,46415000.0,92830000.0,False,False
Prospect Capital Corporation,1287032,"MAC Discount, LLC",1,False,,Unknown,,6,"First Lien Term Loan, Class A Senior Preferred Stock of MAC Discount Investments, LLC (1,500,000 shares), Class A Senior Preferred Stock to MAC Discount Investments, LLC (1,500,000 shares)",134.96,65.57,136.18,134.964,134964000.0,65574000.0,136178000.0,False,False
Prospect Capital Corporation,1287032,"MITY, Inc.",1,False,,Unknown,,11,"First Lien Term Loan A, First Lien Term Loan B, Unsecured Note to Broda Enterprises ULC, Common Stock (42,053 shares), Common Stock (42,206 shares)",428.18,126.06,373.87,428.18,428180000.0,126058000.0,373868000.0,False,False
Prospect Capital Corporation,1287032,"Medical Solutions Holdings, Inc.",1,False,,Unknown,,4,Second Lien Term Loan,147.18,108.93,217.74,147.18,147180000.0,108926000.0,217744000.0,False,False
Prospect Capital Corporation,1287032,Mountain View CLO 2013-I Ltd.,1,False,,Unknown,,1,,7.29,0.0,8.04,7.286,7286000.0,0.0,8036000.0,False,False
Prospect Capital Corporation,1287032,Mountain View CLO IX Ltd.,1,False,,Unknown,,4,Subordinated Structured Note,21.65,95.66,23.84,21.654,21654000.0,95660000.0,23842000.0,False,False
Prospect Capital Corporation,1287032,"NH Kronos Buyer, Inc.",1,False,,Unknown,,2,First Lien Term Loan,167.12,83.56,166.93,167.124,167124000.0,83562000.0,166934000.0,False,False
Prospect Capital Corporation,1287032,"NMMB, Inc.",1,False,,Unknown,,7,"First Lien Term Loan, Common Stock (21,418 shares)",427.12,59.45,118.89,427.124,427124000.0,59446000.0,118892000.0,False,False
Prospect Capital Corporation,1287032,National Property REIT Corp.,1,False,,Unknown,,14,"First Lien Term Loan A, First Lien Term Loan D, First Lien Term Loan E, Residual Profit Interest, Common Stock (3,374,914 shares), First Lien Term Loan B, First Lien Term Loan C",7011.04,1347.1,3672.06,7011.043,7011043000.0,1347097000.0,3672063000.0,False,False
Prospect Capital Corporation,1287032,Nationwide Loan Company LLC,1,False,,Unknown,,9,"First Lien Delayed Draw Term Loan A - $7,350 Commitment, First Lien Delayed Draw Term Loan B - $8,000 Commitment, Class A Units (925,796,475 units), First Lien Delayed Draw Term Loan - $7,350 Commitment, First Lien Term Loan, Class A Units (38,550,460 units)",207.46,42.53,236.6,207.456,207456000.0,42533000.0,236600000.0,False,False
Prospect Capital Corporation,1287032,"New WPCC Parent, LLC",1,False,,Unknown,,4,"Series A Preferred Interests (802,479 units), Class A Common Interests (822,629 units), Liquidating Trust of Wellpath Holdings, Inc.",67.94,0.0,38.61,67.943,67943000.0,0.0,38612000.0,False,False
Prospect Capital Corporation,1287032,Nexus Buyer LLC,1,False,,Unknown,,4,Second Lien Term Loan,128.0,64.0,128.0,128.0,128000000.0,64000000.0,128000000.0,False,False
Prospect Capital Corporation,1287032,Octagon Investment Partners 18-R Ltd.,1,False,,Unknown,,2,Subordinated Structured Note,20.35,46.02,22.53,20.354,20354000.0,46016000.0,22534000.0,False,False
Prospect Capital Corporation,1287032,"Octagon Investment Partners XV, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,39.1,84.13,43.91,39.096,39096000.0,84128000.0,43912000.0,False,False
Prospect Capital Corporation,1287032,OneTouchPoint Corp,1,False,,Unknown,,4,First Lien Term Loan,137.53,68.78,137.57,137.534,137534000.0,68784000.0,137568000.0,False,False
Prospect Capital Corporation,1287032,Pacific World Corporation,1,False,,Unknown,,8,"First Lien Term Loan A, Convertible Preferred Equity (685,164 shares), First Lien Revolving Line of Credit - $26,000 Commitment, Convertible Preferred Equity (608,048 shares)",491.01,212.92,1354.54,491.012,491012000.0,212919000.0,1354539000.0,False,False
Prospect Capital Corporation,1287032,"PeopleConnect Holdings, Inc",1,False,,Unknown,,4,First Lien Term Loan,391.34,195.67,391.34,391.34,391340000.0,195670000.0,391340000.0,False,False
Prospect Capital Corporation,1287032,"PlayPower, Inc.",1,False,,Unknown,,4,First Lien Term Loan,45.42,22.95,45.31,45.422,45422000.0,22954000.0,45306000.0,False,False
Prospect Capital Corporation,1287032,Precisely Software Incorporated,1,False,,Unknown,,4,Second Lien Term Loan,310.4,160.0,318.02,310.398,310398000.0,160000000.0,318018000.0,False,False
Prospect Capital Corporation,1287032,"Preventics, Inc. (d/b/a Legere Pharmaceuticals)",1,False,,Unknown,,9,"First Lien Term Loan, Series A Convertible Preferred Stock (472 units), Series C Convertible Preferred Stock (5,677 units), Series A Convertible Preferred Stock (320 units), Series C Convertible Preferred Stock (3,575 units)",57.03,19.6,46.5,57.034,57034000.0,19595000.0,46504000.0,False,False
Prospect Capital Corporation,1287032,"QC Holdings TopCo, LLC",1,False,,Unknown,,3,"Second Lien Term Loan, Class A Units (222,886 units)",154.57,55.0,154.57,154.572,154572000.0,54997000.0,154572000.0,False,False
Prospect Capital Corporation,1287032,"R-V Industries, Inc.",1,False,,Unknown,,8,"First Lien Term Loan, Common Stock (745,107 shares)",497.47,84.64,200.45,497.466,497466000.0,84644000.0,200452000.0,False,False
Prospect Capital Corporation,1287032,RME Group Holding Company,1,False,,Unknown,,6,"First Lien Term Loan A, First Lien Term Loan B",157.74,79.21,158.43,157.74,157740000.0,79214000.0,158428000.0,False,False
Prospect Capital Corporation,1287032,"Raisin Acquisition Co, Inc.",1,False,,Unknown,,3,"First Lien Delayed Draw Term Loan - $1,554 Commitment, First Lien Term Loan",48.05,24.03,47.19,48.052,48052000.0,24026000.0,47186000.0,False,False
Prospect Capital Corporation,1287032,"Reception Purchaser, LLC",1,False,,Unknown,,2,First Lien Term Loan,107.08,62.26,123.04,107.078,107078000.0,62255000.0,123044000.0,False,False
Prospect Capital Corporation,1287032,"Recovery Solutions Parent, LLC",1,False,,Unknown,,3,"First Lien Term Loan, Membership Interest (1,401,081 units)",140.79,33.4,78.04,140.792,140792000.0,33399000.0,78042000.0,False,False
Prospect Capital Corporation,1287032,Redstone Holdco 2 LP,1,False,,Unknown,,4,Second Lien Term Loan,145.83,100.0,198.06,145.834,145834000.0,100000000.0,198058000.0,False,False
Prospect Capital Corporation,1287032,"Research Now Group, LLC and Dynata, LLC",1,False,,Unknown,,8,"First Lien First Out Term Loan, First Lien Second Out Term Loan, Common Stock of New Insight Holdings, Inc. - 210,781 Shares, First Lien Term Loan, Second Lien Term Loan",41.17,70.56,143.69,41.172,41172000.0,70559000.0,143694000.0,False,False
Prospect Capital Corporation,1287032,"Rising Tide Holdings, Inc.",1,False,,Unknown,,5,"First Lien Second Out Term Loan, Class A Common Units of Marine One Holdco, LLC (345,600 units)",22.48,6.2,114.74,22.476,22476000.0,6198000.0,114743000.0,False,False
Prospect Capital Corporation,1287032,Romark WM-R Ltd.,1,False,,Unknown,,2,Subordinated Structured Note,22.35,27.72,24.9,22.346,22346000.0,27725000.0,24900000.0,False,False
Prospect Capital Corporation,1287032,Rosa Mexicano,1,False,,Unknown,,6,"First Lien Revolving Line of Credit - $5,195 Commitment, First Lien Term Loan, First Lien Revolving Line of Credit - $5,182 Commitment",95.6,56.07,112.13,95.598,95598000.0,56067000.0,112134000.0,False,False
Prospect Capital Corporation,1287032,"STG Distribution, LLC (f/k/a Reception Purchaser, LLC)",1,False,,Unknown,,3,"Second Out First Lien Term Loan, Third Out First Lien Term Loan",89.44,58.19,130.5,89.44,89440000.0,58191000.0,130497000.0,False,False
Prospect Capital Corporation,1287032,"ShiftKey, LLC",1,False,,Unknown,,4,First Lien Term Loan,246.01,126.64,252.16,246.014,246014000.0,126644000.0,252164000.0,False,False
Prospect Capital Corporation,1287032,"Shoes West, LLC (d/b/a Taos Footwear)",1,False,,Unknown,,4,"First Lien Term Loan A, First Lien Convertible Term Loan B, Class A Preferred Units of Taos Footwear Holdings, LLC - 16,753 Units",161.01,47.81,129.9,161.01,161010000.0,47811000.0,129900000.0,False,False
Prospect Capital Corporation,1287032,"Shutterfly Finance, LLC",1,False,,Unknown,,6,"First Lien Term Loan, Second Lien Term Loan",77.47,42.7,85.44,77.466,77466000.0,42701000.0,85442000.0,False,False
Prospect Capital Corporation,1287032,"Spectrum Vision Holdings, LLC",1,False,,Unknown,,5,First Lien Term Loan,117.88,58.94,117.88,117.878,117878000.0,58939000.0,117878000.0,False,False
Prospect Capital Corporation,1287032,"Symphony CLO XIV, Ltd.",1,False,,Unknown,,1,Subordinated Structured Note,0.0,49.25,0.0,0.0,0.0,49250000.0,0.0,False,False
Prospect Capital Corporation,1287032,"Symphony CLO XV, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,46.74,63.83,54.3,46.742,46742000.0,63831000.0,54302000.0,False,False
Prospect Capital Corporation,1287032,"TPS, LLC",1,False,,Unknown,,3,First Lien Term Loan,58.74,18.66,58.74,58.74,58740000.0,18663000.0,58740000.0,False,False
Prospect Capital Corporation,1287032,"The RK Logistics Group, Inc.",1,False,,Unknown,,12,"First Lien Term Loan, Class A Common Units of RK Logistics Holdings Inc.of RK Logistics Holdings Inc. (263,000 units), Class B Common Units of RK Logistics Holdings Inc. (1,435,000 units), Class C Common Units of RK Logistics Holdings Inc. (450,000 units), Class A Common Units (263,000 units), Class B Common Units (1,435,000 units), Class C Common Units (450,000 units)",209.06,78.16,176.33,209.056,209056000.0,78164000.0,176328000.0,False,False
Prospect Capital Corporation,1287032,"Town & Country Holdings, Inc.",1,False,,Unknown,,10,"First Lien Term Loan, Class B of Town & Country TopCo LLC (999 Non-Voting Units)",910.52,460.55,984.87,910.524,910524000.0,460554000.0,984872000.0,False,False
Prospect Capital Corporation,1287032,USES Corp.,1,False,,Unknown,,6,"First Lien Term Loan, First Lien Equipment Term Loan, First Lien Term Loan A, First Lien Term Loan B",55.5,208.34,162.42,55.505,55505000.0,208341000.0,162421000.0,False,False
Prospect Capital Corporation,1287032,"USG Intermediate, LLC",1,False,,Unknown,,8,"First Lien Revolving Line of Credit - $14,000 Commitment, First Lien Term Loan B, Equity",317.91,158.95,317.91,317.906,317906000.0,158953000.0,317910000.0,False,False
Prospect Capital Corporation,1287032,"United Sporting Companies, Inc.",1,False,,Unknown,,4,Second Lien Term Loan,46.37,377.57,352.32,46.372,46372000.0,377568000.0,352324000.0,False,False
Prospect Capital Corporation,1287032,"Universal Turbine Parts, LLC",1,False,,Unknown,,11,"First Lien Delayed Draw Term Loan - $6,965 Commitment, First Lien Term Loan A, Preferred Units (80,539,543 units), Preferred Units (71,039,647 units)",386.66,90.16,312.83,386.655,386655000.0,90163000.0,312826000.0,False,False
Prospect Capital Corporation,1287032,"Upstream Newco, Inc.",1,False,,Unknown,,4,Second Lien Term Loan,70.5,44.0,87.7,70.502,70502000.0,44000000.0,87702000.0,False,False
Prospect Capital Corporation,1287032,"Valley Electric Company, Inc.",1,False,,Unknown,,7,"First Lien Term Loan to Valley Electric Co. of Mt. Vernon, Inc., First Lien Term Loan, First Lien Term Loan B, Consolidated Revenue Interest (2.00%), Common Stock (50,000 shares)",798.62,83.86,196.58,798.622,798622000.0,83858000.0,196585000.0,False,False
Prospect Capital Corporation,1287032,Verify Diagnostics LLC,1,False,,Unknown,,3,"First Lien Term Loan, Class A Preferred Units of Verify Diagnostic Holdings LLC (9,250,000 units)",93.89,37.5,93.5,93.89,93890000.0,37500000.0,93500000.0,False,False
Prospect Capital Corporation,1287032,"Victor Technology, LLC",1,False,,Unknown,,4,First Lien Term Loan,49.59,25.2,50.4,49.594,49594000.0,25200000.0,50400000.0,False,False
Prospect Capital Corporation,1287032,"Voya CLO 2012-4, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,25.78,81.23,30.44,25.782,25782000.0,81226000.0,30444000.0,False,False
Prospect Capital Corporation,1287032,"Voya CLO 2014-1, Ltd.",1,False,,Unknown,,4,Subordinated Structured Note,20.38,81.55,23.97,20.38,20380000.0,81546000.0,23970000.0,False,False
Prospect Capital Corporation,1287032,"Voya CLO 2016-3, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,33.11,28.1,42.47,33.112,33112000.0,28100000.0,42466000.0,False,False
Prospect Capital Corporation,1287032,"Voya CLO 2017-3, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,80.3,44.88,98.03,80.304,80304000.0,44885000.0,98034000.0,False,False
Prospect Capital Corporation,1287032,"WatchGuard Technologies, Inc.",1,False,,Unknown,,4,First Lien Term Loan,136.41,68.43,136.85,136.414,136414000.0,68426000.0,136852000.0,False,False
Prospect Capital Corporation,1287032,Wellful Inc.,1,False,,Unknown,,5,"Second Out First Lien Term Loan, First Lien Term Loan, Incremental First Lien Term Loan",74.64,46.24,90.61,74.644,74644000.0,46242000.0,90606000.0,False,False
Prospect Capital Corporation,1287032,"Wellpath Holdings, Inc.",1,False,,Unknown,,3,"First Lien Term Loan, Second Lien Term Loan",73.43,51.09,101.66,73.432,73432000.0,51091000.0,101658000.0,False,False
Prospect Capital Corporation,1287032,"iQor Holdings, Inc.",1,False,,Unknown,,6,"First Lien Term Loan, Common Stock of Bloom Parent, Inc. (10,450 units), Common Stock of Bloom Parent, Inc.",243.28,95.7,233.21,243.284,243284000.0,95704000.0,233208000.0,False,False
